15,6,3,46,False,True,13
7,6,2,28,False,True,4
29,13,8,90,False,True,17
25,12,5,69,False,False,4
17,17,1,63,False,False,3
20,10,6,66,False,True,205
15,11,7,55,True,False,1106
37,21,8,115,False,False,133
6,3,0,17,True,False,162
8,4,3,28,True,True,6
30,26,15,112,True,False,14
45,25,8,127,True,False,270
47,17,11,126,False,True,50
38,18,6,103,True,True,1052
40,31,15,163,False,True,0
11,9,5,52,True,False,18
83,32,28,252,True,False,47
5,1,0,10,False,True,2664
16,7,2,34,True,False,7
24,14,6,68,True,True,5
29,12,6,80,False,True,12
24,22,5,87,True,False,9
4,3,1,11,False,True,7
12,8,4,39,True,False,70
5,5,0,17,False,True,3
2,1,1,11,False,True,4
58,30,11,176,True,False,253
19,14,5,61,True,True,60
67,41,19,224,False,True,22
20,16,7,75,False,False,16
18,6,4,44,True,False,9
60,29,15,166,True,False,21
3,2,0,10,False,True,0
0,1,0,2,True,False,4
103,46,26,305,True,True,0
25,10,0,62,False,True,8
2,5,0,15,False,True,28
72,27,13,183,True,False,994
51,24,11,151,False,True,1355
10,6,1,28,True,False,139
14,7,3,46,False,True,7115
27,11,5,70,True,False,23
12,9,2,43,True,False,23
5,2,1,16,False,False,238
37,21,8,115,True,True,42
8,6,0,26,False,True,2
87,56,24,265,False,False,6
77,52,6,245,True,True,603
33,16,9,107,False,False,36
78,38,17,212,True,False,57
113,72,29,370,True,False,159
44,22,7,109,True,False,28
78,37,15,221,True,False,5
1,4,1,12,False,True,1
5,7,1,21,False,True,54
33,30,8,121,False,True,16
0,0,0,1,True,True,8
14,8,5,50,False,False,21
16,9,2,46,False,False,29
3,4,4,26,True,False,16
17,9,8,50,True,False,44
45,30,2,139,False,False,2204
11,6,4,30,False,False,11
26,14,5,83,True,True,4
34,20,1,107,False,False,6
29,11,5,75,False,False,130
24,13,5,67,False,False,320
68,40,12,199,True,False,59
1,1,0,5,False,True,3
28,17,5,93,True,True,78
23,10,2,58,False,False,2858
52,17,10,128,True,False,6
10,1,2,19,True,False,1602
56,28,11,173,True,True,4
34,18,7,101,False,False,5
11,6,1,29,True,False,31
30,19,4,96,True,False,2
68,34,22,205,True,False,28
20,4,3,37,True,True,5973
65,39,17,179,False,False,2709
16,9,4,51,False,False,2729
1,1,0,2,True,False,377
9,6,4,26,True,False,85
221,138,53,723,True,False,17
31,28,11,112,False,False,12
61,31,9,172,True,False,5
80,49,18,258,False,False,6
17,10,9,58,False,True,13
42,24,11,123,False,True,2948
39,16,2,92,False,False,11
7,5,2,22,True,False,10601
45,27,13,144,False,False,22
19,11,0,54,False,True,35
63,31,11,168,False,False,38
52,27,19,183,True,True,2
67,45,13,220,False,False,29
45,16,9,120,False,False,12
109,50,22,297,True,False,4
63,40,13,191,True,False,1178
94,62,37,336,True,False,384
18,7,3,47,False,True,9
21,18,7,84,True,True,14171
25,21,1,80,True,True,10277
20,10,2,52,True,False,23
25,16,2,75,False,False,7
74,33,15,216,False,True,116
32,13,3,84,False,True,4
39,17,8,102,False,True,838
7,6,4,25,False,False,4
9,3,4,29,False,True,6
24,9,5,62,True,False,8
17,8,2,46,False,True,7307
20,15,3,77,False,False,149
84,57,10,275,False,True,40
0,0,0,3,True,False,20
7,6,2,23,False,True,17
14,12,5,51,False,True,9488
51,31,22,183,False,True,9838
14,15,4,48,True,True,10
17,13,3,60,True,True,14
7,4,1,24,True,False,4
18,13,6,61,True,False,1
17,9,1,60,False,False,6
10,6,3,39,False,True,51
14,13,5,46,False,True,482
28,18,11,97,False,False,103
9,6,0,32,True,True,121
21,12,4,68,False,False,71
11,6,7,41,True,False,2
13,5,3,43,True,False,6
5,4,3,15,True,False,7
11,6,5,33,True,False,9
39,24,7,106,True,False,157
6,3,0,18,False,True,1
18,10,1,50,False,True,58
36,17,3,98,True,True,30
32,26,8,98,False,False,2038
3,4,0,9,False,True,25
40,24,16,143,True,False,44
9,4,3,26,False,True,3239
17,11,8,52,False,False,93
16,10,2,49,True,False,121
89,53,19,266,True,False,24
10,4,1,25,False,True,984
21,19,3,75,True,False,1
9,2,2,18,False,True,4021
75,44,27,246,True,False,101
19,13,4,62,True,False,1388
4,3,0,15,False,True,20847
4,2,1,14,False,True,12
4,2,0,12,True,True,20
25,10,8,71,False,False,133
7,8,6,36,True,False,8303
14,9,2,45,False,True,6
21,7,2,50,False,True,16717
35,38,11,159,True,False,33
11,7,5,35,True,True,3609
5,4,0,15,False,True,8
12,10,4,47,False,True,18
66,50,14,235,False,True,208
136,112,41,566,False,True,41
41,23,14,140,False,False,114
30,23,9,88,False,False,30
20,12,3,59,False,True,132
18,4,2,35,True,False,15
2,6,0,13,True,False,10
7,4,1,22,False,True,9074
18,16,5,63,False,True,11
2,1,0,4,False,True,11
1,1,1,3,False,False,15
60,29,13,156,True,True,22
16,5,4,38,False,True,9369
30,26,13,120,False,True,508
40,47,15,193,False,False,152
28,26,4,100,True,False,432
8,4,0,19,True,False,4
29,16,4,90,False,False,3
10,3,4,24,True,False,7
7,6,4,28,True,False,19
39,34,15,159,False,True,21
28,14,4,78,True,True,2
128,53,39,385,True,False,390
6,2,3,17,True,False,19
5,5,1,14,True,False,9
39,17,5,97,True,True,4
11,7,1,32,False,True,17
7,0,3,15,False,False,243
177,104,40,548,True,False,10
5,2,0,15,True,True,261
14,12,1,51,True,True,106
40,24,5,121,False,False,88
5,6,0,22,True,True,17
12,9,2,41,False,True,3
3,0,0,4,False,True,47
11,8,1,33,False,True,6
38,25,6,110,True,False,44
52,29,7,138,False,True,19
18,8,1,41,True,False,133
7,8,3,31,False,True,4
0,0,0,0,True,False,0
1,0,0,1,False,False,13
21,16,7,73,True,False,6
142,80,29,420,True,False,21127
55,35,18,185,False,False,20
5,5,1,24,True,True,414
112,76,26,369,True,False,96
7,4,1,21,True,True,10
12,13,1,46,False,True,118
3,3,2,13,False,False,2
25,16,5,74,False,True,154
20,9,3,55,False,False,1101
81,41,21,250,False,False,19
29,19,10,96,True,True,27
5,2,0,13,False,True,1
114,75,19,360,True,True,254
5,2,1,18,True,False,54
23,10,11,73,True,False,7
46,27,5,128,False,True,4
15,14,2,54,True,True,118
25,11,5,64,False,False,2
6,9,2,26,False,True,20568
2,0,2,10,True,True,336
65,37,14,199,False,False,709
65,37,13,234,False,True,72
63,35,7,184,False,False,94
163,82,26,449,False,True,25512
39,17,5,107,True,False,49
4,3,0,10,False,True,12
54,41,11,182,False,True,64
0,0,0,2,True,True,5
40,25,14,143,False,True,1018
48,34,19,178,False,False,13
23,19,7,82,True,False,109
29,27,11,110,False,False,18
60,31,11,168,False,False,5
2,3,2,12,True,False,9
41,31,22,163,True,True,196
65,42,21,228,True,False,73
1,0,0,1,True,True,3291
53,23,7,142,False,False,1416
7,3,2,18,True,False,5
4,3,3,19,False,True,965
219,136,52,690,True,True,97
79,40,23,230,False,False,122
4,3,2,12,False,False,204
12,0,1,26,True,False,9
0,1,0,2,True,False,12
17,7,6,46,False,False,56
80,30,13,185,True,False,16
5,3,2,16,False,True,1
59,28,8,184,False,True,29
84,53,24,274,True,False,7857
13,8,4,44,True,False,63
49,39,11,183,False,False,8
164,95,27,481,True,False,939
43,32,8,145,False,True,99
67,34,8,197,False,True,34
2,3,1,9,False,True,1
19,3,2,40,True,False,3
35,22,7,101,True,True,567
35,31,9,129,False,False,14
19,10,7,59,True,False,46
46,30,15,152,True,False,4
43,19,10,142,True,False,6
35,22,15,118,True,False,5
8,5,4,30,False,True,16
74,62,14,247,True,True,31
15,13,1,51,True,False,40
12,11,3,40,True,True,4
4,4,1,15,True,False,9
74,46,26,273,False,False,61
28,19,9,97,False,True,8280
27,18,3,93,False,True,10
28,17,14,102,False,False,41
0,0,0,0,False,True,1
29,13,5,78,False,True,4
61,41,15,195,True,False,44
29,23,6,88,False,False,11
12,8,5,37,True,False,21
54,28,7,164,False,False,5
4,4,0,13,False,True,109
1,1,0,2,True,False,4
4,2,0,16,True,True,11
29,17,5,87,True,True,206
84,57,28,265,False,False,89
24,9,3,61,False,False,4
9,6,0,31,False,True,3
17,19,5,68,True,False,44
13,6,2,36,False,True,5
92,41,20,258,True,False,7
11,2,1,23,True,False,5
49,23,10,142,False,False,15
15,9,6,48,False,True,10
25,10,6,71,False,True,77
33,14,7,87,True,True,32022
124,59,21,330,True,False,21759
35,18,7,89,True,False,3
73,63,21,260,True,False,127
187,83,28,516,False,False,558
62,30,26,198,True,False,36084
0,0,0,0,False,True,2
68,41,19,216,True,False,21544
7,4,0,21,False,True,13
38,25,11,128,True,False,888
32,17,4,83,False,True,421
15,8,0,48,False,True,21
50,28,11,135,False,False,164
29,19,13,112,True,True,109
12,16,7,62,True,False,1465
10,2,1,17,True,True,6
59,28,11,162,True,False,3
8,5,1,26,True,True,35
0,0,0,0,False,True,15
5,3,1,15,False,False,2
21,16,4,69,True,True,16
4,1,1,8,True,False,1272
124,57,29,338,False,False,759
7,2,2,24,True,True,17
33,29,6,137,False,True,0
46,34,9,158,True,False,15
40,22,18,142,True,False,35
2,2,0,7,False,False,5
46,23,20,137,False,False,3
4,1,0,7,True,False,6
8,7,3,34,False,True,1
17,10,0,44,True,True,785
15,9,2,43,True,False,32295
30,16,10,100,False,True,17115
17,11,4,54,True,False,1567
10,6,1,25,True,False,157
15,11,1,41,False,False,4
40,30,7,146,False,True,3145
36,43,23,178,False,True,14
14,10,3,50,True,False,7
28,20,5,99,True,False,2
67,47,12,200,True,False,61
27,18,6,93,True,True,6
2,0,0,5,False,True,13
4,5,0,13,True,False,2
7,3,0,16,False,True,636
333,146,86,980,False,False,66
16,7,8,50,True,False,27
26,24,11,110,False,True,9
79,49,23,230,True,True,36753
43,28,11,141,True,False,50
72,36,28,221,False,False,544
1,1,0,4,False,True,34
16,13,4,46,True,False,32739
28,15,8,82,True,True,6154
14,11,2,50,True,True,31
37,23,6,110,True,False,332
117,66,28,377,True,True,735
15,2,0,36,False,True,4
9,6,2,30,False,False,3
11,7,6,43,False,False,4
12,7,5,37,True,False,9
67,49,29,265,True,False,16
25,26,8,105,False,True,11
101,41,16,248,True,False,1143
25,11,4,67,True,True,2
33,34,8,125,False,False,10
99,65,16,285,True,False,8
