43,31,21,7,97,True,True,52
71,18,9,3,47,True,False,24
109,17,24,5,80,True,True,22
124,10,7,1,30,False,True,293
42,227,170,49,764,True,False,498
128,46,25,8,122,False,False,27
56,66,33,6,168,True,False,156
159,72,47,20,231,False,True,195
125,5,2,0,17,False,True,28
41,12,9,2,43,True,False,23
77,48,36,11,153,True,True,5
535,63,38,17,203,True,True,105
162,29,19,6,95,True,False,14
164,0,1,0,1,True,True,3
44,63,34,11,179,True,False,73
146,87,43,12,244,True,True,10
45,135,70,24,376,False,False,13
335,12,6,2,40,False,True,3761
1231,321,186,57,952,False,True,33
307,11,5,3,35,True,True,6
53,35,29,8,145,True,True,28
225,147,87,41,440,True,False,48
227,60,31,12,162,True,True,122
45,7,6,2,22,True,False,91
46,12,8,7,42,True,True,426
62,34,20,12,98,False,False,11
58,1,2,0,7,False,True,4
77,17,22,10,86,True,True,1
63,24,16,5,81,True,True,219
103,60,31,13,198,False,False,5
161,21,7,3,51,True,False,6
72,17,12,2,49,False,True,28
42,44,27,11,146,False,False,15
97,75,35,10,213,False,True,18
109,3,3,1,11,False,True,8
44,8,8,1,30,False,True,3
117,39,19,11,118,False,False,7
276,73,34,4,218,True,True,5
64,3,1,0,5,True,False,11773
48,39,42,12,157,False,True,14
235,11,13,2,48,True,True,2
73,198,149,38,714,True,True,13
48,31,14,6,81,True,True,3
69,23,12,6,71,False,False,11837
47,31,14,6,84,False,True,14428
52,4,4,0,15,True,True,2
56,14,10,2,44,True,False,1222
225,3,4,1,14,False,True,2
584,54,27,16,182,True,False,13
432,20,14,8,77,True,False,1113
44,34,24,3,103,False,True,1493
42,23,20,3,76,False,True,9
45,35,35,2,121,False,True,0
45,6,7,3,24,False,True,1
118,23,16,5,66,False,True,10
162,26,17,7,85,True,True,7
46,107,65,19,333,False,True,81
74,2,4,0,11,True,True,1
53,5,3,3,18,False,True,6
56,45,25,13,137,False,False,9
42,28,13,7,79,False,False,7
201,39,31,10,156,False,True,13
46,58,39,19,190,False,False,21
182,17,14,6,98,False,True,0
109,47,37,4,172,False,True,290
53,29,17,16,105,True,False,8
42,59,20,7,136,True,False,74
59,25,14,9,87,False,False,1204
134,25,9,3,60,False,True,63
305,18,4,6,52,False,True,111
146,7,3,2,24,False,True,125
77,25,12,13,86,False,False,7238
55,23,9,4,65,False,True,1024
1755,21,22,1,84,True,True,3
93,50,36,3,161,True,True,93
203,13,13,3,48,False,False,44
58,22,20,5,78,False,False,163
76,10,0,0,13,False,False,1
42,103,60,27,328,True,False,161
49,20,21,5,84,False,True,11
352,67,24,8,158,False,False,1
59,49,34,13,165,False,False,24
75,15,8,4,44,False,True,13
197,8,3,1,15,False,True,21
42,11,9,3,33,True,False,241
43,6,1,2,11,True,False,4
61,47,22,5,121,True,True,38
45,3,1,0,9,False,True,50
66,59,30,13,164,True,False,1
45,267,147,65,762,True,False,1069
132,108,82,25,348,True,False,9
93,21,13,4,68,True,True,10
550,261,169,60,818,False,False,7
53,5,9,2,29,True,True,81
234,1,4,4,16,False,True,35
314,15,10,4,52,True,True,325
124,3,1,1,7,False,True,53
48,7,5,0,21,True,False,5
99,13,11,2,44,False,True,6
152,17,5,4,41,True,True,16934
364,107,50,25,327,False,False,619
528,6,2,1,17,True,True,9431
153,9,8,2,37,False,True,294
43,11,4,3,31,True,False,1
116,7,3,1,16,False,False,8
79,22,12,3,66,False,True,296
239,2,1,1,5,True,True,14
67,18,5,9,45,False,True,3
86,8,5,2,21,False,False,1
50,147,92,38,495,True,True,53
72,20,14,6,69,False,True,19
347,190,94,30,543,False,True,109
57,19,11,4,60,True,False,2
67,155,42,12,340,False,False,38
44,141,81,32,422,False,False,8697
137,15,10,4,51,True,True,12
56,5,2,0,8,True,False,4
128,12,4,5,32,False,True,113
140,50,32,10,148,False,False,22974
60,37,19,6,100,False,False,2
66,10,7,3,41,True,False,24
119,22,8,4,65,False,False,4
55,23,12,2,73,True,True,23825
80,149,104,26,458,True,False,25
54,112,65,28,374,True,False,161
352,36,25,10,139,True,True,3
46,57,12,5,120,False,False,7799
207,6,3,0,13,False,True,869
141,37,23,7,122,False,True,16054
47,7,6,1,30,True,True,6
92,28,18,8,89,True,True,4
52,19,12,4,63,True,True,16
183,5,3,1,17,False,True,10
66,14,8,3,36,False,True,7
71,6,5,1,21,True,True,22
159,6,4,0,15,False,True,2
99,22,9,7,68,True,True,16
56,4,1,0,12,True,True,18
198,17,10,12,58,True,True,35
75,7,5,2,31,True,True,6
130,18,18,12,67,False,False,296
41,20,10,2,52,True,False,23
42,95,27,30,219,True,False,7747
42,8,7,1,25,True,False,152
725,13,10,4,49,True,True,2208
56,17,6,3,37,True,False,237
554,7,10,2,46,False,True,2
44,7,5,0,20,False,True,18
51,20,7,1,44,False,False,4
53,19,17,4,69,True,True,7
41,1,1,0,5,False,True,3
44,59,29,10,152,True,False,8
61,50,32,7,151,False,True,47
482,16,8,2,45,False,True,21
73,1,1,1,7,True,False,2
53,4,3,2,16,False,True,5
60,7,5,1,23,False,True,34
53,1,0,0,2,False,True,14
52,18,8,4,47,True,False,747
104,56,42,15,219,True,True,2221
121,93,36,13,233,True,True,1380
261,13,5,3,49,True,True,687
61,10,7,1,31,False,True,854
221,17,13,1,60,False,True,575
193,42,26,12,135,True,True,138
44,22,4,3,50,False,True,0
51,38,22,8,111,True,False,78
461,1,1,1,9,True,True,44
43,27,17,5,85,False,False,122
41,21,7,2,50,False,True,16717
71,66,40,19,224,True,False,34
44,38,25,6,136,True,True,3067
176,2,2,1,8,False,True,7752
337,38,19,6,104,True,True,6
62,31,13,9,84,False,False,911
127,27,15,8,89,True,True,129
48,0,0,0,0,False,True,3
61,65,36,18,195,True,False,24
99,8,5,2,24,True,False,20216
48,17,10,4,52,True,True,1
492,18,6,1,46,False,True,8
42,236,133,48,730,False,False,325
129,31,5,5,60,True,True,3
57,5,6,1,20,True,False,13283
48,5,5,3,19,True,False,2
48,24,7,4,61,False,False,4
75,4,6,0,14,True,True,23
51,186,116,43,554,False,True,2751
55,18,17,2,55,True,False,15
121,8,4,2,26,True,False,2
56,4,1,0,8,False,True,677
77,64,21,9,158,False,True,195
41,5,3,2,16,False,True,1
52,11,6,3,38,True,True,16
88,21,17,6,78,False,True,55
177,30,17,5,88,True,True,350
117,66,31,9,195,False,True,38
670,0,2,0,4,False,True,1
76,6,3,2,16,False,True,2
68,7,4,0,16,False,True,3
212,1,0,0,1,True,False,19613
548,3,5,3,17,False,True,39
58,13,6,4,32,True,False,2
81,19,12,4,56,False,True,12
54,10,4,7,35,True,False,1
60,34,30,3,111,True,True,3
44,7,4,1,15,False,True,16
80,71,48,16,228,True,True,331
55,45,34,23,176,True,False,18
62,26,24,11,107,False,True,8
152,10,15,2,53,False,True,1807
43,1,0,1,5,False,True,2
79,3,2,2,16,True,True,2
100,15,4,1,26,True,False,8611
41,10,1,2,19,True,False,1602
41,17,9,8,50,True,False,44
137,6,5,3,19,True,False,4
84,31,10,4,64,True,False,66
69,37,28,7,132,False,True,629
68,6,4,1,17,False,True,2
120,187,94,43,530,True,False,59
82,21,11,4,59,False,True,41
197,30,18,7,87,False,True,29
63,7,5,2,24,True,False,2523
184,68,46,14,217,False,False,254
379,6,4,3,18,False,True,0
62,25,5,6,65,False,False,243
91,52,35,6,175,False,False,55
56,11,9,0,27,True,True,1
54,11,17,3,53,False,True,6
49,16,11,2,48,True,True,1004
84,47,29,11,134,False,True,55
173,5,5,1,18,False,True,11
74,142,105,42,521,True,True,520
59,6,3,3,21,True,False,2
753,15,10,3,53,False,True,561
77,78,65,31,293,True,False,357
209,15,8,4,49,True,False,16
63,4,3,0,14,False,True,2
49,48,27,5,138,False,False,16
587,17,9,0,45,False,True,0
90,3,2,1,10,True,False,35
161,103,46,13,270,True,True,8142
59,54,27,9,164,True,True,5
143,75,52,18,251,True,False,14439
59,73,49,10,229,False,False,21
61,28,18,9,91,False,True,53
67,13,7,2,41,False,True,10
111,4,3,1,12,False,True,8997
83,14,6,1,37,True,True,4
64,7,6,1,26,True,True,36
142,48,25,21,170,False,True,18
49,11,2,2,27,False,True,2
44,12,11,3,51,True,True,13
68,12,6,3,41,True,True,9303
136,30,24,10,114,False,True,8
46,16,11,2,43,False,False,174
43,89,42,19,245,True,True,395
241,23,10,4,65,False,True,0
53,42,19,11,130,True,False,5
228,30,26,17,115,True,True,137
213,38,27,7,127,True,True,3861
55,3,5,0,17,False,True,7
43,14,12,2,55,False,True,182
41,7,3,0,16,False,True,636
42,66,43,8,209,True,False,12
57,14,6,3,41,True,True,3
55,17,9,3,60,False,True,19068
75,60,18,14,126,True,False,2
88,15,12,1,55,False,True,715
72,1,0,0,1,False,True,3
50,5,2,1,14,False,True,7
247,59,31,25,188,False,False,9
43,13,7,2,43,False,True,4
88,13,5,2,27,True,False,5
41,101,41,16,248,True,False,1143
104,6,8,4,29,True,False,3
49,68,43,15,207,False,True,2903
48,10,5,3,30,True,False,7
83,6,5,0,21,True,True,11
69,35,16,10,111,False,True,21
55,34,25,10,115,False,True,186
45,39,18,8,113,False,True,171
70,205,117,59,658,True,True,225
76,26,12,6,67,True,True,19
42,31,12,7,89,False,False,5
53,43,34,7,152,False,False,31
43,47,25,10,122,False,False,2995
49,12,9,2,37,False,False,8
52,163,97,22,481,False,False,2359
120,10,15,2,50,False,True,2
140,5,3,1,13,False,True,1
162,8,1,2,15,False,True,3
87,2,2,0,7,False,True,157
119,12,9,4,47,False,True,71
63,15,3,0,28,False,False,5
529,3,3,3,14,True,True,5161
46,111,59,30,321,False,False,398
55,11,0,0,13,True,False,5
78,85,51,19,251,True,False,15
42,83,39,17,247,False,False,496
230,9,2,0,17,False,True,1
131,3,2,4,16,True,False,141
47,52,23,10,140,False,True,22
581,27,12,5,76,False,True,20406
41,4,3,2,12,False,False,204
79,178,90,31,450,True,True,914
438,19,19,4,66,True,False,3994
81,73,34,2,169,True,False,15885
153,4,2,1,11,False,True,6269
57,23,22,10,102,False,False,7
45,12,8,5,38,True,False,2
53,8,4,1,22,True,False,10
151,37,18,4,97,True,True,442
107,31,13,6,89,False,True,12
45,15,10,2,46,False,False,4
43,18,7,3,47,True,False,19
62,19,9,3,60,True,True,8333
43,77,62,26,293,False,False,1380
58,8,9,5,43,False,True,3
56,17,7,1,40,True,True,6
83,74,49,25,262,True,False,214
48,22,18,10,86,True,True,552
193,31,21,9,111,True,False,1512
118,119,92,27,379,False,False,80
50,20,17,4,78,False,True,15
42,1,1,1,4,False,False,60
125,53,29,14,178,False,False,24
455,13,11,3,50,True,True,85
50,178,146,25,585,True,False,396
311,5,2,1,17,False,True,13
292,39,16,5,122,False,True,0
51,13,10,3,40,False,True,2
98,43,38,6,157,False,False,38
331,10,3,2,26,True,True,5
48,220,128,54,691,True,True,467
