123,139,65,25,351,True,True,0
39,67,41,19,224,False,True,22
28,103,46,26,305,True,True,0
42,1,3,1,12,False,True,70
90,21,19,7,86,False,True,2
145,76,39,22,206,True,False,105
258,37,23,7,122,False,True,520
32,11,9,5,52,True,False,18
38,8,4,3,28,True,True,6
95,8,8,2,30,False,True,2
576,595,289,126,1850,False,True,40
79,10,4,3,34,True,True,59
30,221,138,53,723,True,False,17
42,4,3,2,18,True,False,1472
52,106,60,33,335,True,True,7
41,1,1,0,2,True,False,377
197,16,6,1,35,True,True,19
28,20,15,3,77,False,False,149
354,9,6,2,31,False,True,28
687,97,55,25,328,True,True,61
29,68,40,12,199,True,False,59
226,3,1,2,10,True,False,27
1200,14,6,2,49,False,True,2
88,2,2,0,7,True,True,33
307,30,15,12,87,True,False,0
30,78,38,17,212,True,False,57
30,33,16,9,107,False,False,36
359,34,35,6,134,True,True,2775
30,27,11,5,70,True,False,23
62,8,7,1,25,False,True,15
1024,0,1,0,1,True,True,2
162,7,3,1,18,True,False,3
49,77,51,12,226,True,True,48
1750,433,23,23,647,False,False,0
90,7,1,1,12,True,False,18
58,52,9,20,117,False,False,8
35,42,24,11,123,False,True,2948
35,52,27,19,183,True,True,2
81,47,21,8,118,True,False,22
52,0,0,0,2,False,True,5109
92,129,52,33,362,False,True,263
54,34,20,5,101,False,False,18
64,11,11,6,52,False,True,8100
43,9,5,1,27,False,True,12
84,2,2,0,7,True,False,8817
137,16,6,6,43,True,True,3
59,22,15,5,71,True,False,51
35,109,50,22,297,True,False,4
29,4,2,0,12,True,True,20
98,5,3,3,20,False,True,10042
32,128,53,39,385,True,False,390
48,5,4,2,17,False,False,249
53,8,3,0,18,True,True,10
42,1,1,0,3,False,True,119
58,25,10,4,67,False,False,2
31,12,9,2,41,False,True,3
36,24,9,5,62,True,False,8
50,2,6,0,13,False,True,12
39,14,12,5,51,False,True,9488
52,32,29,8,124,False,True,1288
41,10,6,3,39,False,True,51
262,8,6,1,21,False,True,906
40,9,6,0,32,True,True,121
32,2,6,0,13,True,False,10
32,18,10,1,50,False,True,58
36,9,4,3,26,False,True,3239
36,16,10,2,49,True,False,121
29,21,19,3,75,True,False,1
31,8,4,0,19,True,False,4
31,58,30,11,176,True,False,253
76,117,62,27,330,False,True,155
102,86,52,24,295,False,True,25
760,5,4,3,20,False,True,5349
40,2,1,1,11,False,True,4
37,4,3,1,11,False,True,7
123,26,15,6,76,False,False,4008
32,83,32,28,252,True,False,47
33,20,10,6,66,False,True,205
34,25,12,5,69,False,False,4
61,13,12,15,64,False,False,1000
43,3,1,1,9,False,True,1
35,68,34,22,205,True,False,28
78,34,18,4,96,True,False,3
28,11,6,1,29,True,False,31
88,7,4,1,23,False,True,1919
32,45,30,2,139,False,False,2204
209,28,16,3,91,True,False,2
68,19,13,3,62,True,False,12
103,33,28,8,119,False,True,90
45,47,21,4,121,False,False,3198
39,16,9,2,46,False,False,29
117,18,24,9,85,True,False,2
146,41,17,25,129,True,False,8
52,15,11,1,48,False,True,10
35,5,2,1,16,False,False,238
48,19,9,11,66,False,False,4
32,25,10,0,62,False,True,8
63,10,5,0,24,False,True,9
39,0,1,0,2,True,False,4
694,29,9,6,81,True,False,5
116,27,5,4,48,True,False,132
44,34,17,12,118,True,False,3
46,12,5,2,34,False,False,16
30,19,11,0,54,False,True,35
28,63,31,11,168,False,False,38
61,10,8,1,41,True,False,24093
44,45,26,13,133,True,False,45
35,18,7,3,47,False,True,9
39,21,18,7,84,True,True,14171
51,15,4,0,39,False,True,15752
110,75,42,12,221,True,False,42
89,60,28,8,150,False,True,12956
28,25,16,2,75,False,False,7
178,11,8,4,39,False,False,19
34,9,3,4,29,False,True,6
33,52,29,7,138,False,True,19
41,0,0,0,0,True,False,0
57,31,27,3,109,False,False,78
64,8,8,0,29,True,False,11
29,14,9,2,45,False,True,6
76,12,5,2,35,True,False,6
117,26,10,6,75,False,True,8
56,34,25,8,118,True,True,18
214,3,2,0,10,False,True,14
623,12,11,0,45,True,True,576
43,18,18,15,81,True,True,30
640,19,14,4,69,False,True,20473
45,2,0,0,2,True,False,6
30,10,4,1,25,False,True,984
38,19,13,4,62,True,False,1388
103,68,52,24,253,True,False,69
36,25,10,8,71,False,False,133
117,40,26,11,127,False,False,6203
37,35,38,11,159,True,False,33
109,24,11,10,71,True,True,1200
39,38,25,6,110,True,False,44
41,18,16,5,63,False,True,11
37,1,1,1,3,False,False,15
46,12,8,7,42,True,True,426
30,7,6,2,28,False,True,4
45,7,6,2,22,True,False,91
28,15,11,7,55,True,False,1106
36,45,25,8,127,True,False,270
35,47,17,11,126,False,True,50
227,60,31,12,162,True,True,122
225,147,87,41,440,True,False,48
53,35,29,8,145,True,True,28
307,11,5,3,35,True,True,6
1231,321,186,57,952,False,True,33
36,5,5,0,17,False,True,3
335,12,6,2,40,False,True,3761
45,135,70,24,376,False,False,13
146,87,43,12,244,True,True,10
44,63,34,11,179,True,False,73
164,0,1,0,1,True,True,3
162,29,19,6,95,True,False,14
29,2,5,0,15,False,True,28
535,63,38,17,203,True,True,105
77,48,36,11,153,True,True,5
29,14,7,3,46,False,True,7115
41,12,9,2,43,True,False,23
37,113,72,29,370,True,False,159
159,72,47,20,231,False,True,195
42,44,27,11,146,False,False,15
125,5,2,0,17,False,True,28
30,28,18,11,97,False,False,103
64,3,1,0,5,True,False,11773
276,73,34,4,218,True,True,5
37,17,9,1,60,False,False,6
77,17,22,10,86,True,True,1
58,1,2,0,7,False,True,4
109,3,3,1,11,False,True,8
62,34,20,12,98,False,False,11
63,24,16,5,81,True,True,219
35,20,12,3,59,False,True,132
34,18,4,2,35,True,False,15
43,31,21,7,97,True,True,52
34,7,4,1,22,False,True,9074
31,39,17,8,102,False,True,838
37,74,33,15,216,False,True,116
71,18,9,3,47,True,False,24
109,17,24,5,80,True,True,22
30,94,62,37,336,True,False,384
29,63,40,13,191,True,False,1178
432,20,14,8,77,True,False,1113
124,10,7,1,30,False,True,293
40,67,45,13,220,False,False,29
29,80,49,18,258,False,False,6
33,34,18,7,101,False,False,5
42,227,170,49,764,True,False,498
128,46,25,8,122,False,False,27
45,35,35,2,121,False,True,0
56,66,33,6,168,True,False,156
36,14,8,5,50,False,False,21
48,39,42,12,157,False,True,14
235,11,13,2,48,True,True,2
48,31,14,6,81,True,True,3
69,23,12,6,71,False,False,11837
47,31,14,6,84,False,True,14428
34,28,14,4,78,True,True,2
31,39,17,5,97,True,True,4
35,5,2,0,15,True,True,261
31,5,6,0,22,True,True,17
28,40,24,16,143,True,False,44
97,75,35,10,213,False,True,18
34,89,53,19,266,True,False,24
73,198,149,38,714,True,True,13
102,41,25,5,127,True,True,11
37,20,16,7,75,False,False,16
257,61,47,6,172,True,False,0
31,33,30,8,121,False,True,16
174,103,72,35,369,True,False,5
97,24,16,0,74,True,True,15
29,24,22,5,87,True,False,9
36,29,12,6,80,False,True,12
69,19,8,4,49,True,False,40
36,16,7,2,34,True,False,7
66,50,25,9,165,True,True,17
83,29,20,4,101,True,True,8
