55,True,True,2572,426
44,False,True,35799,4
29,True,False,31845,91
63,True,False,31845,1106
130,True,False,6420,270
159,False,True,2606,50
194,True,True,16308,122
509,True,False,16308,48
213,True,True,73849,28
56,True,True,10771,6
1011,False,True,21653,33
27,False,True,6893,3
67,False,True,4335,3761
362,False,False,10771,13
271,True,True,11421,10
191,True,False,4597,73
26,True,True,5281,3
120,True,False,47629,14
33,False,True,10853,28
301,True,True,6240,105
165,True,True,1315,5
71,False,True,8738,7115
59,True,False,9466,23
15,False,True,56057,28
388,True,False,18434,159
256,False,True,5572,195
49,False,False,22618,21
173,True,False,22695,156
118,False,False,11555,27
812,True,False,17269,498
98,False,False,154139,5
257,False,False,154139,6
215,False,False,21718,29
58,False,True,6924,293
198,True,False,5466,1178
398,True,False,17269,384
156,True,True,6510,22
89,True,False,4440,24
221,False,True,5548,116
191,False,True,83998,838
103,True,True,56057,52
152,True,True,3823,219
143,False,False,16180,15
96,False,False,8506,11
17,False,True,12783,8
14,False,True,4615,4
95,True,True,19221,1
54,False,False,33308,6
265,True,True,16717,5
120,True,False,393,11773
99,False,False,1212,103
54,True,False,35988,2
149,False,True,25508,14
91,True,True,70513,2
162,True,False,25508,44
273,True,False,4422,24
746,True,True,12707,13
103,True,True,1490,3
70,False,False,13308,11837
141,False,True,2149,14428
284,False,True,32442,132
62,True,False,3658,15
24,True,True,1437,2
36,False,True,1760,9074
64,True,False,868,1222
19,False,True,54920,11
173,True,True,28024,22
40,False,True,47564,2
212,True,False,47629,13
102,True,True,54920,2
115,True,False,6318,1113
120,True,True,28634,4
54,False,True,494,17
139,True,True,8178,261
51,True,True,58146,17
291,False,True,2696,1493
94,False,True,5595,9
157,False,True,9891,0
31,False,True,100794,1
74,False,True,6837,10
143,True,True,28453,7
336,False,True,14635,18
134,False,True,2834,3
247,False,False,4817,19
114,False,False,18967,7
197,False,False,73849,5
61,True,False,5938,6
61,False,True,5367,28
443,False,True,14635,81
112,True,False,36619,49
27,True,True,236975,1
29,False,True,998,6
137,False,False,4118,9
79,False,False,236975,7
112,True,False,236975,8
261,True,False,14962,74
155,False,True,236975,13
190,False,False,36509,21
232,False,False,8614,122
46,True,False,805,9
196,True,False,17006,16
156,False,True,80153,0
202,False,True,27902,290
88,False,False,14635,1204
127,False,False,39425,14
257,False,True,15753,63
75,False,True,7854,45
44,True,False,7854,37
152,True,False,3408,6
304,False,True,35061,57
195,True,True,7489,331
164,False,False,9435,5
93,False,True,367624,87
19,False,False,3732,1
325,True,False,16199,11
75,True,False,236975,44
96,True,True,19415,14
77,False,True,10734,77
97,True,False,6063,3
268,True,False,2397,127
98,True,True,1937,22
122,False,False,19205,33
59,True,False,1401,3242
116,True,False,367624,54
30,False,True,651,1597
224,False,True,9683,239
25,False,True,56236,6
64,True,False,2032,1567
107,True,False,19205,2
67,False,True,16751,23307
112,False,True,131337,193
90,False,True,35061,30
60,True,False,236975,993
148,False,False,47564,2
31,False,False,3289,3
227,False,True,3876,15
178,False,False,2409,39
367,False,False,145707,95
176,False,True,145707,1391
62,True,True,2005,47
53,False,True,62342,886
112,True,True,3564,77
89,True,False,18949,2921
122,True,True,16864,10
168,False,True,25270,3701
91,False,False,12271,36015
105,False,False,29519,12
144,True,True,5001,274
252,True,True,33274,5
157,True,True,10202,2
62,False,True,4794,35
313,True,True,5623,2586
37,False,True,39838,165
23,False,True,2112,0
127,False,True,7223,2434
112,False,False,10130,3
251,False,True,7673,10
72,True,False,231,1140
34,True,True,24654,11
304,True,False,5114,26
110,True,False,17006,109
46,False,True,5034,3
27,True,False,48531,5919
64,True,False,597,19293
58,False,True,194794,3
75,True,True,8983,4
73,False,True,31845,6
180,False,True,56057,12
56,False,True,23605,10
93,False,True,17122,9
44,True,True,16033,4
33,True,True,33274,2
207,False,False,154139,32
135,True,True,8738,33394
122,True,True,154139,2
54,False,True,73849,53
84,False,False,10132,7
372,True,False,48531,1930
63,False,False,5291,1
117,False,False,84504,30
138,False,True,15474,4
59,False,True,511,34897
41,True,True,44073,1
119,True,False,1298,287
103,True,True,640,1185
173,True,True,54450,15
407,True,True,3640,16066
29,False,False,89292,3
151,False,True,54450,46
328,False,True,73849,7
124,False,True,62330,8
137,False,False,73849,8
85,True,False,2342,2
24,True,False,24654,8
51,True,False,32004,285
55,False,True,28453,50
45,True,False,56236,0
59,False,True,6184,4
63,False,True,1492,7
33,True,False,2026,10
204,True,False,2682,50
145,False,True,19026,25443
23,False,False,3690,46488
565,True,True,4231,7
75,False,True,51486,2664
98,True,False,7968,6
64,True,True,14938,78
35,False,False,715,3
787,True,False,14618,1036
54,False,True,2896,9
45,False,False,1791,30
44,True,False,151914,13
146,False,False,30993,15
91,True,False,4630,71
60,True,False,22083,5
7,False,False,44648,2
143,False,True,7814,75
100,True,False,2918,157
139,False,True,13116,28
449,True,True,9925,0
63,False,True,16209,14
97,True,True,53039,840
45,True,False,2943,19
48,True,True,27147,36
23,True,True,9336,11
11,False,True,118895,6
138,False,False,13700,2
48,False,True,26196,3
14,True,False,0,406
138,False,True,3695,43
144,False,False,4475,7
81,False,True,3945,111
325,False,True,236975,22
33,False,True,4651,51
38,True,True,77858,44453
173,True,False,6943,17
52,True,False,26196,7
192,False,False,3133,29373
137,True,True,7390,2
322,True,True,30381,96
135,True,True,30298,10
99,True,True,35775,6
317,True,True,2194,303
22,False,False,54672,455
47,True,False,17886,8
86,True,True,29519,129
158,True,False,60069,36
103,False,True,1884,148
143,False,False,154139,6710
143,False,True,3352,203
126,False,True,32004,5
37,False,True,106426,0
8,False,True,24097,68
69,False,True,6432,1290
86,False,True,567,6
18,True,True,698,3
58,False,True,9567,31
113,False,True,428,3840
62,False,False,874,52
51,False,True,7027,48866
260,True,False,16180,9
35,False,False,45847,1
275,True,False,2243,39
104,False,True,63401,0
109,True,False,891,61349
169,True,True,17039,6
317,True,True,826,939
125,True,True,21276,565
527,False,True,1216,194
111,False,False,4171,9
34,True,False,5374,2595
61,False,True,13003,436
116,False,False,625,10
20,False,True,3876,527
253,True,True,35284,23
30,True,True,14426,4
247,False,True,1792,55272
101,False,True,192082,3
168,False,True,4613,22
42,False,False,5032,11
15,True,False,6855,57170
484,False,True,4717,39
74,True,True,4566,16
49,False,True,3912,999
247,True,True,6608,81
54,True,False,10734,1
534,False,True,3776,50
43,False,True,154139,3
320,True,True,44253,264
158,True,True,5803,180
63,False,True,0,5577
109,False,True,33723,4
26,False,False,4246,38
40,True,True,8053,3
6,False,True,2377,4
504,True,True,6943,54
153,False,True,4294,104
34,False,True,8878,7
112,True,True,1598,14
77,False,False,27938,15
136,True,False,2761,4
79,True,True,40259,7
27,False,True,40259,9
62,False,True,296,96
76,False,True,8135,3
95,False,True,5281,17
22,True,False,3438,162
75,False,True,11081,34
125,True,True,2384,8
192,True,True,11421,17
38,True,False,11081,7
70,True,False,5261,40
103,False,True,5261,12
93,True,False,3857,9
110,True,True,73849,15
407,True,False,12071,5
151,True,True,36619,11
76,False,False,5034,16
170,True,False,5658,83
209,True,False,12071,0
194,True,False,4345,994
111,True,False,16288,2
332,True,False,22247,-43618
83,True,True,1860,12
131,False,True,80153,127
141,True,True,8617,226
158,False,True,5999,16
39,True,False,1475,2487
40,False,False,62359,11
74,False,True,21653,8
104,True,True,6720,78
21,False,True,7855,7
22,False,True,33308,1
77,False,True,8988,13
205,True,False,62359,6
93,False,False,13631,11
25,False,True,31845,1
66,False,False,8387,1000
70,False,False,7309,4
103,False,True,1530,205
213,True,False,21718,47
73,False,False,7855,4008
10,False,True,5229,7
12,False,True,10771,4
34,False,True,3173,5349
182,True,False,6086,253
388,True,False,73849,5
7,True,False,7717,4
66,False,True,17175,9
368,False,True,12114,155
64,False,True,19623,8
64,False,False,19417,4
21,False,False,1619,238
92,False,True,13120,10
171,True,False,13913,8
325,False,True,154139,25
120,True,False,6380,2
48,False,False,11060,29
115,False,False,28634,3198
139,False,False,8135,2204
27,False,True,5589,1919
44,True,False,1612,31
112,True,False,7855,3
212,True,False,2598,28
46,False,False,62359,16
62,False,True,22695,35
267,False,True,6720,55
65,False,False,11060,3
65,True,True,28634,1004
81,True,True,10771,5
82,False,True,2515,6
43,True,False,56057,70
35,True,True,8387,1
173,False,False,31845,55
77,True,True,4335,60
13,False,True,12071,0
67,False,False,2973,243
35,False,True,10447,0
222,False,False,3832,254
32,True,False,19221,2523
104,False,True,3271,29
217,False,True,5034,41
432,True,True,8738,603
521,True,False,4264,59
27,False,True,5999,2
237,False,True,8246,629
72,True,False,80153,66
28,True,False,6380,4
54,True,False,5032,44
74,False,False,858,130
65,False,False,31663,320
139,True,False,36619,6
42,True,False,6137,1602
100,True,False,15430,2
176,False,False,10442,2709
29,True,False,6137,8611
47,False,True,6420,2
67,True,True,73849,6
65,True,False,2384,18
188,False,True,4597,520
209,True,False,16308,105
93,False,True,154139,2
518,True,True,15430,0
251,False,True,7803,22
47,True,False,5658,18
553,False,False,15430,0
605,True,True,7437,0
257,True,True,6720,48
22,True,False,73849,3
11,True,True,22247,2
60,False,True,1860,15
72,True,False,5658,23
289,True,True,5032,2775
107,False,False,39425,36
216,True,False,7914,57
221,False,True,12114,70
81,True,False,15430,0
15,True,True,12806,33
230,True,False,5658,59
67,True,True,4576,19
23,True,False,28634,377
340,True,True,154139,7
28,True,False,6137,1472
751,True,False,3150,17
1988,False,True,154139,40
60,True,True,154139,3
183,False,True,32004,1
247,False,False,11081,496
261,True,False,10771,15
113,False,False,3857,133
25,True,False,4716,5
312,False,False,80153,398
199,True,True,16933,5161
20,False,False,36619,5
63,False,True,4441,71
14,False,True,19623,157
62,False,True,3489,2
17,False,True,6893,3
25,False,True,19623,54
17,False,True,2011,1
51,False,True,11060,2
90,True,True,15430,4
107,False,False,33308,6
57,False,False,31663,2858
482,False,False,4157,2359
38,False,False,2763,8
51,True,True,689,5973
118,False,False,28024,2995
56,False,False,28634,2729
148,False,False,17269,31
89,False,False,8988,5
126,False,False,1921,12
119,True,True,15906,19
727,True,True,3497,225
124,False,True,8178,171
207,False,True,56057,186
138,False,True,367624,21
38,False,True,8172,35
58,False,True,3227,13
47,True,True,5837,81
118,True,False,2706,14
795,False,False,73849,7
75,True,True,6893,10
338,True,False,16288,9
755,True,False,64384,1069
188,True,False,15430,1
20,False,True,80153,50
202,True,True,8975,38
44,True,False,7803,139
15,True,False,4597,4
30,False,True,19623,1
42,True,False,21283,241
24,False,True,16308,21
59,False,True,16308,13
161,False,False,1630,24
149,False,False,80153,1
41,True,False,17386,16
113,False,True,12707,11
209,True,True,154139,4
29,True,False,1338,85
337,True,False,35061,161
14,False,False,100794,1
74,False,False,33308,163
161,True,False,17039,5
49,False,False,3150,44
226,True,True,62359,93
116,True,True,25508,3
35,False,True,0,854
81,True,True,106426,687
170,True,True,80153,1052
171,False,True,21718,0
246,True,True,4716,1380
382,True,True,22247,2221
60,False,True,5446,2664
57,True,False,10384,747
7,False,True,5281,14
56,True,False,7803,9
170,True,False,3258,21
32,False,True,4597,34
170,False,True,18134,1355
25,False,True,15362,5
13,True,False,73849,2
152,True,True,62359,42
261,False,False,21718,6
56,False,True,6207,21
118,True,False,5032,28
231,True,False,73849,5
37,True,True,1671,8
169,False,True,3032,47
151,True,False,2693,8
20,False,True,21653,3
139,True,True,154139,7
42,False,False,8210,4
29,False,True,22618,18
84,False,True,73849,2
42,True,False,5312,237
87,True,True,0,2208
56,True,False,236975,9
97,False,True,154139,4
63,True,False,4787,21776
192,False,False,393,1442
218,False,True,10865,13
133,False,True,7171,19538
42,False,True,14072,4
119,False,False,2205,9
308,True,False,838,398
145,False,False,3226,7
53,False,True,7454,137
45,False,False,10734,6
32,False,False,5397,6
25,True,False,4382,2
37,False,False,10279,4
129,False,True,4667,5
49,False,True,236975,4
20,False,True,1413,42467
22,False,True,10088,952
