75,False,True,11081,34
125,True,True,2384,8
192,True,True,11421,17
70,True,False,5261,40
110,True,True,73849,15
407,True,False,12071,5
151,True,True,36619,11
170,True,False,5658,83
209,True,False,12071,0
111,True,False,16288,2
332,True,False,22247,-43618
83,True,True,1860,12
131,False,True,80153,127
141,True,True,8617,226
39,True,False,1475,2487
74,False,True,21653,8
21,False,True,7855,7
22,False,True,33308,1
205,True,False,62359,6
91,False,True,605,932
747,True,True,9188,87
30,True,False,16278,2380
111,True,True,32004,20
348,False,True,10384,10098
89,False,False,80153,89
177,False,False,367624,180
94,False,True,100794,21
60,False,False,6137,12
133,False,False,7673,8
323,True,True,19623,274
35,False,True,0,854
81,True,True,106426,687
246,True,True,4716,1380
382,True,True,22247,2221
57,True,False,10384,747
7,False,True,5281,14
32,False,True,4597,34
25,False,True,15362,5
13,True,False,73849,2
56,False,True,6207,21
169,False,True,3032,47
151,True,False,2693,8
20,False,True,21653,3
139,True,True,154139,7
42,False,False,8210,4
29,False,True,22618,18
84,False,True,73849,2
42,True,False,5312,237
87,True,True,0,2208
33,True,False,25508,152
244,True,False,2939,7747
63,True,False,3832,23
67,False,False,5658,296
58,True,True,31845,6
86,True,True,1640,35
145,True,True,28024,138
67,False,True,33308,575
37,True,False,12900,2
86,False,False,3399,122
56,False,True,1844,16717
47,False,True,6420,2
188,False,True,4597,520
209,True,False,16308,105
93,False,True,154139,2
518,True,True,15430,0
47,True,False,5658,18
553,False,False,15430,0
257,True,True,6720,48
22,True,False,73849,3
11,True,True,22247,2
60,False,True,1860,15
289,True,True,5032,2775
221,False,True,12114,70
81,True,False,15430,0
15,True,True,12806,33
67,True,True,4576,19
23,True,False,28634,377
340,True,True,154139,7
28,True,False,6137,1472
1988,False,True,154139,40
60,True,True,154139,3
115,False,False,13120,8
77,True,False,64384,51
59,True,True,25508,59
123,True,False,13600,22
31,False,True,14816,5109
376,False,True,8246,263
19,False,True,3557,12
54,False,True,56057,28
481,True,True,8738,61
183,False,True,32004,1
247,False,False,11081,496
261,True,False,10771,15
25,True,False,4716,5
312,False,False,80153,398
199,True,True,16933,5161
20,False,False,36619,5
63,False,True,4441,71
14,False,True,19623,157
17,False,True,6893,3
17,False,True,2011,1
51,False,True,11060,2
482,False,False,4157,2359
38,False,False,2763,8
118,False,False,28024,2995
148,False,False,17269,31
89,False,False,8988,5
119,True,True,15906,19
727,True,True,3497,225
124,False,True,8178,171
207,False,True,56057,186
138,False,True,367624,21
48,True,True,367624,11
37,True,False,6739,7
61,True,False,10380,3
229,False,True,68449,2903
20,True,False,73849,141
40,False,True,100794,2
466,True,True,56807,914
170,False,True,13308,22
143,False,True,23240,20406
231,True,False,25508,34
259,True,True,56057,3067
19,False,True,54920,7752
59,False,True,18075,0
211,True,True,8501,6
85,False,False,6837,911
119,True,True,12158,129
4,False,True,2933,3
236,True,False,28634,24
39,True,False,5081,20216
79,True,True,28634,1
80,False,True,47844,8
730,False,False,9970,325
115,True,True,15906,3
23,True,False,423,13283
36,True,False,11060,2
25,True,False,11060,2
62,False,False,6893,4
135,True,True,5187,23
30,False,True,1244,677
88,True,True,9676,44
117,True,False,23605,78
82,True,False,8110,15
569,False,True,28024,2751
162,False,True,10132,195
14,False,True,2753,1
44,True,True,8506,16
125,False,True,47564,55
302,True,True,32004,350
217,False,True,35061,38
17,True,False,8235,27
68,False,True,49084,2
45,False,True,80153,12
55,False,True,10224,51
58,False,True,33308,906
29,True,False,1818,8817
32,False,True,3640,7595
357,False,False,77858,104
85,False,True,6667,26
49,True,True,4908,10
99,False,False,62342,18
83,False,True,54920,8100
67,False,False,47564,2
133,False,True,28391,1288
33,False,True,7866,10042
17,False,False,11060,249
18,False,True,1381,119
516,True,True,14618,223
78,True,True,21276,7
53,True,True,2007,7
108,False,False,5281,5
14,False,False,16864,3
471,True,False,5554,32
188,False,False,7299,21
132,True,False,13019,111
16,True,False,4630,10430
349,True,False,18434,12240
64,False,True,10341,50
185,True,True,5833,11
199,True,False,24654,5
200,True,False,19221,12
38,False,True,8172,35
47,True,True,5837,81
795,False,False,73849,7
75,True,True,6893,10
338,True,False,16288,9
755,True,False,64384,1069
188,True,False,15430,1
20,False,True,80153,50
202,True,True,8975,38
15,True,False,4597,4
42,True,False,21283,241
24,False,True,16308,21
59,False,True,16308,13
161,False,False,1630,24
149,False,False,80153,1
113,False,True,12707,11
337,True,False,35061,161
14,False,False,100794,1
74,False,False,33308,163
49,False,False,3150,44
226,True,True,62359,93
116,True,True,25508,3
79,False,True,2973,1024
87,False,False,12142,7238
129,False,True,47564,111
25,False,True,21276,125
99,True,True,8738,325
34,True,False,6086,5
34,True,True,21718,22
73,False,True,28686,6
267,False,True,6720,55
65,True,True,28634,1004
82,False,True,2515,6
35,True,True,8387,1
173,False,False,31845,55
67,False,False,2973,243
35,False,True,10447,0
222,False,False,3832,254
32,True,False,19221,2523
104,False,True,3271,29
217,False,True,5034,41
521,True,False,4264,59
27,False,True,5999,2
237,False,True,8246,629
72,True,False,80153,66
28,True,False,6380,4
54,True,False,5032,44
42,True,False,6137,1602
29,True,False,6137,8611
28,True,True,9828,2
9,False,True,16259,2
61,False,True,49084,1807
122,False,True,3832,8
184,True,False,3101,18
269,True,True,56057,331
42,False,True,13913,11
29,True,False,16278,2
59,False,True,8053,561
390,True,False,9142,357
245,True,False,9097,12
64,True,True,32004,3
37,False,True,21718,9
23,False,True,8235,4
66,True,False,19221,1
32,False,True,1051,1067
95,False,True,18075,0
42,True,False,4716,5
517,False,False,59430,190
695,True,False,9142,68
